,Time,Tweets,User
230,2020-04-01 03:09:47,"@ccchaircut agreed, american history in these buildings. one of things that drew me to finance, re, tax equity is t… https://t.co/db7tw2kft1",MTSpeigle
231,2020-04-01 02:55:03,"@marcsgilbert 90% of our resi tenants paid april no issues, almost that same percentage of comm took an option to d… https://t.co/6o1h3qrcku",MTSpeigle
232,2020-04-01 02:30:12,"@stlunatic91 all the right loop holes- if you’re in bed with the gov you can keep building, if you’re private biz b… https://t.co/i3z4j96n02",MTSpeigle
233,2020-04-01 00:51:39,"sf orders construction restrictions to only allow infra, medical, and affordable housing projects to continue build… https://t.co/983kgqvfye",MTSpeigle
234,2020-03-31 17:31:02,@naval “market rates” ?? https://t.co/ewpfemnxip,MTSpeigle
235,2020-03-30 19:46:33,@tierrapartners lmfao! “adjacent to oz” soooo basically you’re in a downturn area but not quite downturn enough for… https://t.co/86sq4mfxte,MTSpeigle
236,2020-03-30 18:52:09,"@intrinsicinv imo weaker, “winner” will have to raise employee pay + benefits to meet pr nightmare/pandemic demand… https://t.co/lsds0rio1e",MTSpeigle
237,2020-03-30 02:17:58,"huge market share opportunity for fintechs to leverage better outreach, customer experience, and processing speed t… https://t.co/oopibxzowm",MTSpeigle
238,2020-03-29 20:40:32,@dr_equity @estateranger not 100% sure but no bonus depreciation on buildings so mf doesn’t really benefit- mobile… https://t.co/lfsa8wnrov,MTSpeigle
239,2020-03-29 18:43:22,@dr_equity @estateranger 20%,MTSpeigle
240,2020-03-29 18:23:54,@estateranger would love a 101 on your preferred financing products/structure? is it deal dependent or do you have… https://t.co/1e6tab3bqz,MTSpeigle
241,2020-03-29 18:19:09,@dr_equity @estateranger just looked over a cost seg study for a light industrial/flex deal. study cost was 4-6k an… https://t.co/nks6soy3oh,MTSpeigle
242,2020-03-29 03:22:59,big win for c.a.r getting real estate listed as essential workers. look forward to many of my colleagues being able… https://t.co/n49jlvemhm,MTSpeigle
243,2020-03-13 23:49:58,"@brewsterbevis well played, sir.",GFBailey3
244,2020-01-31 19:27:49,rt @dgbartel: this one's for you @gfbailey3 and @susantowler. your #southflorida #team is helping you two and @flblue score a #superbowlliv…,GFBailey3
245,2019-12-02 01:28:12,"@josephbulovas9 having the courage to post this reveals a great deal about your character.  you stood in the arena,… https://t.co/3kn9zrxghe",GFBailey3
246,2019-10-25 13:13:57,song on radio when i got into car this morning.  coincidence?  i think not.  #owlcitysaturday @solidverbal… https://t.co/eqcxobtriv,GFBailey3
247,2019-10-19 20:01:00,@solidverbal is it time to talk about @princetonftbl and its 15-game win streak (and exciting offense)?  we would b… https://t.co/kjasmdfla3,GFBailey3
248,2019-10-19 16:34:13,".@solidverbal icymi, you received a clever shoutout from “spooky” in this week’s @theathleticcfb @fauxpelini q&amp;a. m… https://t.co/obtpi1hqfk",GFBailey3
249,2019-10-17 13:48:07,@dobrienatl @petermoylan listened on my drive to orlando last evening.  love the insights on a range of issues faci… https://t.co/imzo0bbjn7,GFBailey3
250,2019-10-17 13:32:36,rt @flblue: our florida blue foundation has partnered with @_guidewell to bring together leaders and experts from across the country to col…,GFBailey3
251,2019-10-11 01:08:29,rt @jimmypatronis: 1 year ago #hurricanemichael ripped through the panhandle. communities were left completely devastated &amp; forced to pick…,GFBailey3
252,2019-10-10 04:27:55,@dobrienatl at least the dodgers are about to knock the braves off the national front page tonight.,GFBailey3
253,2019-10-09 21:44:17,@dobrienatl failing to score acuna after his triple in game 4 was turning point of this series.  the inability to e… https://t.co/utkrdvenww,GFBailey3
254,2019-10-09 21:25:28,@dobrienatl the most runs in a 1st inning playoff game ever.  enough said.,GFBailey3
255,2019-10-07 23:16:46,@dobrienatl that is what situational hitting looks like. braves should take note - been an issue all year.  this se… https://t.co/sapduwreku,GFBailey3
256,2019-10-07 22:42:26,@dobrienatl situational hitting not a strength of this team,GFBailey3
257,2019-10-07 22:20:07,@dobrienatl great job by tomlin.  i like the call to bring greene in to face cards best 2 hitters.  hopefully it works.,GFBailey3
258,2019-10-07 22:06:27,@dobrienatl wow.  tip of the cap to tomlin.,GFBailey3
259,2019-10-07 22:05:43,@dobrienatl how about josh tomlin?  wow.,GFBailey3
260,2019-10-07 21:46:14,@dobrienatl let him pitch 7th to get to greene and melancon.,GFBailey3
261,2019-10-06 23:45:05,"@dobrienatl what a great team win. soroka, donaldson, hamilton, swanson, duvall, etc.  and snitker pulling the righ… https://t.co/v0gmjeffod",GFBailey3
262,2019-10-06 23:42:32,@ingrambrandon @dobrienatl just rewatched.  i think he was slashing across atlanta emblem on his jersey.,GFBailey3
263,2020-04-03 22:28:38,@robertvivanco10 dead ass i fought with my sister like that &amp; and my dad had to pull us apart ?,icarlysewell
264,2020-04-03 22:27:51,rt @robertvivanco10: kourtney got in a clean hit! and i’m here for it. ???,icarlysewell
266,2020-04-02 18:32:35,"woke up this morning and told my son that he won’t be going back to school until august, he better get used to this… https://t.co/ydsjlkyb44",icarlysewell
267,2020-04-02 15:53:21,my mother fucking mood ? https://t.co/oztpogsxel,icarlysewell
268,2020-04-02 01:35:04,when i’m having a bad day i come and snuggle with my favorite person ? https://t.co/jq5pgrnodz,icarlysewell
269,2020-04-01 20:32:20,april fools is cancelled for 2020 since this whole year wanna be a joke ?,icarlysewell
270,2020-03-31 02:53:06,this covid-19 had me out here stressing at work today! https://t.co/4y0jyckis6,icarlysewell
271,2020-03-30 00:37:13,quarantine and chill ?? @jjsuckerfree https://t.co/tp3xcvocjl,icarlysewell
272,2020-03-28 21:04:34,his blue eyes ?? https://t.co/thsddpvelv,icarlysewell
273,2020-03-27 22:39:54,"yesterday, here’s to new beginnings.. i have so much to be grateful for ?",icarlysewell
274,2020-03-26 21:08:03,if you see us drunk later mind your business! ?,icarlysewell
275,2020-03-26 18:58:44,when your best friend is down to quarantine &amp; chill ? https://t.co/zyxo4nk7lz,icarlysewell
276,2020-03-26 17:36:33,tome su tiempo ? https://t.co/mylwvzhxgy,icarlysewell
277,2020-03-26 01:09:58,being quarantine has me becoming a chef ???? cooked probably the best chicken pasta i’ve ever made thanks to @maye_leee ? ?,icarlysewell
278,2020-03-26 00:52:39,here kitty kitty ? https://t.co/t3vgqpfvbz,icarlysewell
279,2020-03-25 23:21:11,i’m done ? https://t.co/esypzveizc,icarlysewell
280,2020-03-25 18:04:47,the best way to appreciate something is to be without it for a while.,icarlysewell
281,2020-03-25 01:43:17,"aye, if you gotta thug it out by yourself. do that.",icarlysewell
282,2020-03-24 19:54:17,"this quarantine has me cleaning my house like crazy &amp; i’m finding all kinds of things, ?? https://t.co/yhtixjvu2a",icarlysewell
283,2020-04-06 12:33:04,"rt @nationwide: our promise remains the same, we are on your side. if you're a member, please call 1-877-669-6877 if you're experiencing fi…",seagrovesinsur
284,2020-03-24 18:59:23,"rt @nationwide: we are facing unprecedented, extraordinary times that call for immediate action. the nationwide foundation is giving back t…",seagrovesinsur
285,2020-04-06 09:05:17,rt @rainhacaty: this scared the shit outta everybody as kids let’s not even lie,HilsonKelvin2
286,2020-04-06 08:53:23,rt @whipmylex: who else got usaa?,HilsonKelvin2
287,2020-04-06 08:50:04,rt @triggavae: i am so grateful to still have a job. like fr,HilsonKelvin2
288,2020-04-06 08:49:35,rt @hecraveskay: i need better thoughts and vibes,HilsonKelvin2
289,2020-04-06 08:46:46,i need trusted and committed babies. i do not want sex or nudesthanks. first 100people who follow and retweet get $… https://t.co/6kgxlmubz4,HilsonKelvin2
290,2020-04-05 11:19:16,@emodisneytween @brown_titto dm for help,HilsonKelvin2
291,2020-04-05 11:18:53,@maybe_imdope dm for $1000 blessing ?,HilsonKelvin2
292,2020-04-05 11:17:50,@sittin_pretty21 dm for help,HilsonKelvin2
293,2020-04-04 15:09:20,"hello how are you doing, i’ll like to be your sugar daddy, take care and spoil you by giving you weekly allowance o… https://t.co/jns3ev0mse",HilsonKelvin2
294,2020-03-31 19:32:18,@peterpsquare you are blessed,HilsonKelvin2
295,2014-09-25 15:04:49,@arsenal that is gonna be a very tough game,HilsonKelvin2
296,2013-01-12 06:16:45,win samsung e2222. answer daily question. http://t.co/jnz7pawb,HilsonKelvin2
297,2012-08-06 17:27:27,@jimmyfallon do not hurt ur self,HilsonKelvin2
298,2020-04-06 17:18:21,"rt @inevitable_et: this is pure ???
you will have to zoom but everyone needs to read this https://t.co/fagp0uwsec",MaryB0203
299,2020-04-06 16:23:51,"rt @majorpatriot: you don't think the new world order would exploit something like covid-19 to subjugate us all into slavery, do you?",MaryB0203
300,2020-04-06 15:46:55,absolutely https://t.co/xzizdyteg6,MaryB0203
301,2020-04-06 15:46:23,rt @lisamei62: iron?,MaryB0203
302,2020-04-06 15:43:35,? https://t.co/dkoyxoliwj,MaryB0203
303,2020-04-06 15:26:00,rt @cov_gretchen: i am not afraid of the wuhan virus. i am angry. i am disgusted by the panic and hysteria the media is pushing. the 24 hou…,MaryB0203
304,2020-04-06 15:22:30,"??my mama did it and i ate it. love me some cheese. 
#notworriedboutcorona https://t.co/a6gv3s468z",MaryB0203
305,2020-04-06 15:16:11,listen to fauci who's part of the [ds] just like you. no thanq! https://t.co/1qhshwshle,MaryB0203
306,2020-04-06 14:42:07,"when i read anything by bill gates, my mind goes straight to depopulation. that's what [they] have been doing for y… https://t.co/olfveldh4r",MaryB0203
307,2020-04-06 14:25:18,rt @lisamei62: these hacks really don't want people trying hydrochloroquinine &amp; z-pack...they want/need max carnage with this virus...and/o…,MaryB0203
308,2020-04-06 14:22:08,rt @cjtruth: mike lindell: 'i think we're in the greatest revival in history' https://t.co/7dy2joqsnl,MaryB0203
310,2020-04-06 14:07:41,rt @lisamei62: all you need to see to know that hydrochloroquinine &amp; z-pak work.,MaryB0203
312,2020-04-06 14:00:35,amen! https://t.co/v8t5lzwyhy,MaryB0203
313,2020-04-06 05:55:28,"in whom we have redemption through his blood, the forgiveness of sins, according to the riches of his…
https://t.co/ipl2n6khzn",MaryB0203
314,2020-04-06 05:46:32,god is in control?? https://t.co/tiaxxxwz8o,MaryB0203
315,2020-04-06 05:43:02,rt @stormisuponus: look at this fakery. the [infowars] op to infiltrate and usurp the q movement is taking shape. this is a fake q post att…,MaryB0203
316,2020-04-06 05:42:42,fake. fraud. phony https://t.co/ayes62etrm,MaryB0203
317,2020-04-06 05:27:50,thank you sir for all you're doing for america &amp; god bless???? https://t.co/o7gthsamc7,MaryB0203
319,2020-04-06 10:53:25,https://t.co/np2de1gsmi,StreetStewart
320,2020-04-06 10:50:34,is this thing on? https://t.co/g6m7mulfum,StreetStewart
321,2020-04-06 10:47:22,biden should hand it to bernie and walk away but what are the chances of that he'll fight for the office then fuck… https://t.co/mxhlnvvse5,StreetStewart
322,2020-04-06 10:46:55,yeah a lot of people seem to forget that part https://t.co/qvumil2vkl,StreetStewart
323,2020-04-06 10:39:04,it's not like everyone has eight or nine devices to be able to use to get around the paywalls when they may want to… https://t.co/s7cb23m1eg,StreetStewart
324,2020-04-06 10:30:41,and not just people with significant amounts of disposable income this serves to perpetuate the disparities we shou… https://t.co/ptqdgaicyg,StreetStewart
325,2020-04-06 10:30:41,instead of subsidizing big oil could we maybe figure out a way for wapo and nyt to not throw up paywalls people need to know things,StreetStewart
326,2020-04-06 10:15:04,the next time i use the restroom i'm going to wipe my hairy white ass with expensive toilet paper that has donald t… https://t.co/1tuxhh6ybz,StreetStewart
327,2020-04-06 10:10:56,but you probably don't want to admit it right keep putting on the show and pretend this is going to end well and ev… https://t.co/ekvl5jnd6z,StreetStewart
328,2020-04-06 10:10:56,so it appears we are  basically watching the collapse of our economy in slow motion and perhaps the collapse of our… https://t.co/ty8wqcjusa,StreetStewart
329,2020-04-06 10:04:30,damned paywalls who needs to know anything anyway ignorance is bliss and provides for such a somewhat developed som… https://t.co/im7to3rkdj,StreetStewart
330,2020-04-06 09:59:27,we would have been better off if biden had not run for president,StreetStewart
331,2020-04-06 09:52:19,but will he wear a muzzle for the debates curious people want to know https://t.co/asdw2jsjcc,StreetStewart
332,2020-04-06 09:46:06,rt @shannon85914208: @time in the united states we hoard toilet paper. https://t.co/ndfrvdteaw,StreetStewart
333,2020-04-06 09:45:05,rt @time: government officials in china called on citizens not to hoard rice after a recent ban on new export sales by vietnam sparked conc…,StreetStewart
334,2020-04-06 09:44:20,it's called plaquenil ? are you serious ?,StreetStewart
335,2020-04-06 09:43:11,i dated someone who spoke about drive through liquor stores somewhere. must have been utah or california. great con… https://t.co/bv3xf5cjqf,StreetStewart
336,2020-04-06 09:40:29,"rt @msnbc: .@joyannreid: ""what qualifications does jared kushner have to oversee the distribution of vital medical supplies to hospitals?""…",StreetStewart
338,2020-02-05 04:47:47,? burning in my soul (live) by justin kintzel on @pandoramusic,BLTSEC
339,2020-02-05 02:29:59,@ustayready i started reading mine last week. so far so good!,BLTSEC
340,2020-01-25 23:26:46,@initinfosec @tj_null @411hall you’re welcome!,BLTSEC
341,2020-01-25 23:12:52,@initinfosec @tj_null @411hall @initinfosec hey not sure if you found the solution but what i did because i wanted… https://t.co/hrcxxkcfmt,BLTSEC
342,2020-01-18 22:31:35,thank y’all so much for taking the time to prepare and present such an amazing course for everyone! it was fantasti… https://t.co/tye1p73mgh,BLTSEC
343,2020-01-06 00:34:57,@hackingdave looks way better than what these texas bbq joints are serving ? enjoy!,BLTSEC
344,2019-11-30 17:51:26,rt @carlos_perez: need some help from the community. mu baby sister (she hates when i call her that) has thyroid cancer and needs help with…,BLTSEC
345,2019-08-20 14:06:38,@rileywills ? man this is great ???,BLTSEC
346,2019-05-27 14:54:37,rt @todayininfosec: 2006: backtrack v1.0 was released. backtrack was a linux security distro based on knoppix. its last release was in 2012…,BLTSEC
347,2019-04-09 21:05:05,@ustayready @spotify https://t.co/l3xa20hqje,BLTSEC
348,2019-03-23 03:34:10,? https://t.co/ovalw5y8y8,BLTSEC
349,2019-03-20 14:02:42,"@ustayready great to hear, hopefully the move goes well! prayers for safe travels! black mold, scorpions, and exter… https://t.co/egegfmn5wg",BLTSEC
350,2019-03-18 21:24:46,@hackingdave but dave nothing else matters when you’re letting others hear such a great band…hopefully you weren’t… https://t.co/lgdpr4hj2o,BLTSEC
351,2019-03-13 06:24:32,rt @craiggroeschel: your spiritual enemy doesn’t need to destroy you if he can distract you. it’s a fight to stay focused on what matters m…,BLTSEC
352,2019-03-11 14:59:20,"rt @craiggroeschel: marriage is not a contract, but a holy covenant. a contract is based on mutual distrust whereas a covenant is based on…",BLTSEC
353,2019-02-28 02:38:47,"rt @craiggroeschel: why fight a temptation in the future if we have the power to eliminate it today? #lcrelationshipgoals 

""but among you…",BLTSEC
354,2019-02-28 02:37:36,rt @nra: we had a great conversation today with @repdancrenshaw about how #hr8 and #hr1112 exist to limit our constitutional rights under t…,BLTSEC
355,2019-02-26 14:28:32,rt @sambowne: suicide instructions spliced into kids' cartoons on youtube  and youtube kids  https://t.co/0zuoi2drt8,BLTSEC
356,2019-02-26 14:28:17,"rt @craiggroeschel: above all else, guard your heart, for everything you do flows from it. - proverbs 4:23",BLTSEC
357,2019-02-25 17:45:28,"rt @craiggroeschel: ""do not be deceived: god cannot be mocked. a man reaps what he sows."" - galatians 6:7 https://t.co/s9hya7javv",BLTSEC
358,2020-04-06 02:33:05,@erinmwinn i feel like the world could use a totoro right now! ??,emilymwinn
359,2020-04-03 03:36:13,@zimjay @cmichaelgibson i bet even their family members stayed more than 6 feet away!,emilymwinn
360,2020-04-03 03:35:33,@eeb31 @cmichaelgibson glad i’m not the only one!,emilymwinn
361,2020-04-03 03:35:04,@cmichaelgibson pipe cleaners ?????,emilymwinn
362,2020-04-02 00:13:51,@umasswalker ??????,emilymwinn
363,2020-04-01 23:22:35,"because of the timing of this tweet, o thought it could be a reference to the wh press corps journalist! ? https://t.co/4tzkj4nrqp",emilymwinn
364,2020-04-01 23:20:42,"rt @richardsonisd: the risd community must work together to fight covid-19.

if we stand apart as a community now, we will be together agai…",emilymwinn
365,2020-04-01 23:20:08,"rt @aacnme: get 5 free downloadable, quick and convenient pocket cards with the latest clinical information that may be useful when caring…",emilymwinn
366,2020-04-01 21:29:16,"rt @nasa: dear families, educators and lifelong learners,

we have a series of virtual book readings for you to enjoy #nasaathome! ?today a…",emilymwinn
367,2020-04-01 16:58:18,"rt @mechanteanemone: hot take: if public schools are shifting to online classes, then internet is a basic service and everyone should have…",emilymwinn
368,2020-04-01 16:57:10,"rt @vchoksi: apparently, we haven’t had a c. diff infection in the hospital in over a week. apparently, washing your hands prevents it. #co…",emilymwinn
369,2020-04-01 04:29:59,"rt @diegobernaltx: there's acting when things get bad, and acting so things don't get bad.

spring break/south padre island  is a mistake t…",emilymwinn
370,2020-03-31 21:28:23,rt @texasnursesassn: how to care for someone with #covid19 at home! current guidelines are to isolate unless symptoms become worse or has t…,emilymwinn
371,2020-03-31 02:24:55,day 14 of “15 days to slow the spread” and i’m starting to unravel. this is week 2 of working and parenting at home… https://t.co/h6h06um5gs,emilymwinn
372,2020-03-31 00:37:53,rt @thenerdynurse: one thing i hope we learn from this is that that nursing licensing should be nationalized. this whole 1 license per stat…,emilymwinn
373,2020-03-30 17:01:09,"rt @ryanwooddfw: if this doesn't get you to stay home, then, well, i'm not sure what will.",emilymwinn
374,2020-03-30 16:59:58,"rt @audreystjames1: this is a plane load of drs and nurses flying to ny to help out???. send them some love and if you pray, pray for these…",emilymwinn
375,2020-03-30 01:41:44,"@bglickstein i know, right? they didn’t introduce themselves at all... probably for the best, though, because it’s… https://t.co/dvr44jsso9",emilymwinn
376,2020-03-29 00:17:36,@laur_calderone @dglaucomflecken nuuu nuuuuuuuuuu! ? omg @maddockred,emilymwinn
377,2020-03-29 00:01:55,rt @schoolnurset: ??????,emilymwinn
378,2020-04-06 04:10:45,"rt @nycmayor: we’ve asked new yorkers to wear face coverings to slow the spread of covid-19. now the cdc is urging the same. here’s why:

#…",rjportaro
379,2020-02-21 03:51:01,@andrewyang go be a governor and experiment with your plan. or maybe join @mikebloomberg,rjportaro
380,2020-02-19 14:54:39,"@taskrabbit_help no, the first course should have been you calling your worker to say to leave when he refused and… https://t.co/kbq0v1uhvy",rjportaro
381,2020-02-19 04:22:44,"@taskrabbit_help @taskrabbit hey @taskrabbit, one of your guys won’t leave my female friends house!!!",rjportaro
382,2020-02-19 04:13:41,@taskrabbit_help @taskrabbit one of your guys won’t leave my friends house...he’s taken hours to complete a basic task of building a dresser,rjportaro
383,2020-02-19 04:08:38,@taskrabbit_help one of your guys won’t leave my friends house,rjportaro
384,2020-01-06 02:17:52,"rt @billgates: if your new year’s resolution is to be healthier in 2020, this book is a good place to start. https://t.co/fu5isrsahd",rjportaro
385,2020-01-02 22:09:09,"@dropboxsupport need help getting my account changed to a new email, unfortunately i set up a trial under the new e… https://t.co/kdilxmpkwz",rjportaro
386,2020-01-01 04:11:00,@bridgetphetasy great message bridget. staying home is a smart option also.,rjportaro
387,2019-11-10 01:36:41,@katie_levans ok fine. i'm part of this now.,rjportaro
388,2019-10-30 00:35:20,"@bridgetphetasy oh no, kanye is setting the stage to be a religion so he can be tax exempt.",rjportaro
389,2019-10-26 01:58:14,@bridgetphetasy funny!! ?,rjportaro
390,2019-09-17 14:36:32,"@mikhailaaleksis no lyin, go lion",rjportaro
391,2019-08-16 15:55:24,just went to my local ojai grocery store and this is the view. wow. https://t.co/ss4cznpr8a,rjportaro
392,2019-06-09 22:09:48,"rt @chrisevans: if they just released 2 hours of this and called it toy story 4, i’d probably still see it at least twice in the theaters.…",rjportaro
393,2019-04-26 03:00:19,rt @sonny_antonelli: joe rogan is gonna freak when he sees this @joerogan https://t.co/kiirf6e73p,rjportaro
394,2019-04-21 14:53:39,@drlindseyfitz you were fantastic on @joerogan,rjportaro
395,2019-03-24 14:19:34,rt @alexus309: still waiting for evacuation. #vikingsky #mayday https://t.co/6evcajf5d2,rjportaro
396,2019-03-22 16:15:05,i just tried to text my son that i had his phone in the car and would bring it to him. #fridayfeeling #funniesttweets,rjportaro
397,2019-03-22 16:12:42,@joerogan @youtube maybe a good idea,rjportaro
398,2020-04-06 11:49:20,rt @bradfordarsena2: ? https://t.co/schnxi5tuq,julie_youmans
399,2020-04-06 11:47:53,rt @gojackflynn: @supitsshekinah @ladyroymustang as an american you dont have to justify it to anyone regardless of color or creed.,julie_youmans
400,2020-04-06 11:46:33,"rt @nat_quantum: qanon - ""the storm"" https://t.co/5w0dedepl2 via @youtube",julie_youmans
401,2020-04-06 11:40:15,rt @inevitable_et: fake corona deaths. really. https://t.co/rv4durqoeg,julie_youmans
402,2020-04-06 11:36:55,"rt @ryvenger1: @robertajaxthei1 @potus this is how!!! covfefe ????????

https://t.co/fnxgjqsmil",julie_youmans
403,2020-04-06 02:27:23,rt @beer_parade: i hope dr. ben carson is all warmed up in the bullpen. https://t.co/0mpdh7cx0p,julie_youmans
404,2020-04-06 01:11:38,rt @cain_nate: nevada governor found hoarding hydroxychloroquine after banning drug  https://t.co/vk37kxiupu,julie_youmans
405,2020-04-06 01:06:39,@redherringalert @lovebling6 ??,julie_youmans
408,2020-04-06 00:37:05,rt @georgepapa19: something smells fauci,julie_youmans
409,2020-04-06 00:26:25,"rt @qblueskyq: bill gates calls for a total shut down &amp; vaccines for everyone! #covid19pandemic 
vaccines is the key thing=#depopulationage…",julie_youmans
410,2020-04-06 00:14:09,@930vm @viktoryoflight yes. he is the last pope!,julie_youmans
411,2020-04-06 00:13:02,"rt @viktoryoflight: the pope will have a terrible may.. ????
vatican watchers stunned as pope francis drops title ‘vicar of christ’ assumes…",julie_youmans
413,2020-04-06 00:01:57,@alexmjordan @teverettsjulie healing prayers sent for both???,julie_youmans
414,2020-04-06 00:00:37,@mattwhitaker46 @mothergooz same to you!,julie_youmans
415,2020-04-06 00:00:17,"rt @mattwhitaker46: [i]f my people, who are called by my name, will humble themselves and pray and seek my face and turn from their wicked…",julie_youmans
416,2020-04-05 23:58:29,"thought i read somewhere the the virus came from his lab in wuhan, china! why would you want a vaccine that came fr… https://t.co/yoxvmh1n1e",julie_youmans
417,2020-04-05 23:55:52,rt @star17773: @k9_bbinks @catturd2 https://t.co/1fi4nz530s,julie_youmans
418,2020-04-06 02:35:38,"rt @benioff: landed nyc! congrats to the salesforce ppe team for landing in nyc tonight this national cargo 747 full of ppe incl goggles, f…",AnaganiUjwal
419,2020-04-06 02:35:10,"rt @ayush0064: an simple yet powerful initiative we started why don't you
@kavindrapatel @sfdckiran @mittuvikas @vinayforce @sfdcshradha @a…",AnaganiUjwal
420,2020-04-06 07:25:56,"rt @rnib: we've extended the opening hours of our helpline on saturdays, and are now open 9am-5pm as well as continuing to be open 8am-8pm…",ddtate
421,2020-04-06 06:35:32,rt @forbestech: a bill gates-backed accelerator for covid-19 therapeutics treatment partners with madonna and mark zuckerberg's chan zucker…,ddtate
422,2020-04-06 06:12:36,rt @npr: the navajo nation has seen its number of coronavirus cases multiply rapidly. tribal leaders say they desperately need more resourc…,ddtate
423,2020-04-06 05:31:30,"rt @mushroomfm: next hour, @jonathanmosen is live again to connect us during these challenging times. feel free to email, tweet or call and…",ddtate
424,2020-04-06 03:52:39,rt @apentertainment: j.k. rowling launched an online initiative featuring #harrypotter activities and is offering free audio and digital ed…,ddtate
425,2020-04-06 03:51:59,"rt @mitchksmith: the public health department in arkansas, a state with 3 million residents, says it can’t release the counties where coron…",ddtate
426,2020-04-06 03:02:02,"rt @lastweektonight: east coast: the show starts now! can you believe it? on time, yet again.",ddtate
427,2020-04-06 01:40:49,"rt @sorressean: hi @grammarly, i've asked you this before with no response; i am a totally blind user using a screen reader; your product (…",ddtate
428,2020-04-05 23:04:36,"@fatelvis04 mention of @netflix #mollysgame, led me to give it a listen. @immollybloom story was riveting, loved th… https://t.co/f7vcfsanpj",ddtate
429,2020-04-05 22:12:30,"rt @billgates: i always enjoy chatting with @trevornoah, even though we had to sit a little bit further apart than usual this time.",ddtate
430,2020-04-05 22:00:10,"rt @adamschiff: gig workers, contract workers and freelancers: i worked hard to make sure you'd be eligible for unemployment benefits under…",ddtate
431,2020-04-05 21:59:26,rt @blindfilmcritic: new highlight: do blind people enjoy cartoons &amp; animation? https://t.co/rhiukdtagl #podcast https://t.co/udaah1ppj6,ddtate
432,2020-04-05 21:59:04,"rt @popmech: meet the window that unfolds to a balcony, right from the roof. https://t.co/139e1nitvy",ddtate
433,2020-04-05 21:57:25,rt @tim_cook: apple is dedicated to supporting the worldwide response to covid-19. we’ve now sourced over 20m masks through our supply chai…,ddtate
434,2020-04-05 21:54:46,"rt @habengirma: the first american guide dog team, frank &amp; buddy fought for blind people to travel with trained guide dogs. the @usdot want…",ddtate
435,2020-04-05 21:48:00,"rt @cnnbrk: nadia, a 4-year-old malayan tiger at the bronx zoo in new york tested positive for coronavirus. this is the first known instanc…",ddtate
436,2020-04-05 21:15:54,"rt @cspan: president george w. bush in 2005: ""there is no pandemic flu in our country or in the world at this time. but if we wait for a pa…",ddtate
437,2020-04-05 21:01:26,"today, @amazon @alexa99 offered to tell me how to clean, ah, if she could only do it for me!",ddtate
438,2020-04-05 20:40:58,"rt @aphfortheblind: aph’s new podcast, change makers, is now on spotify and apple podcast! be sure to subscribe as we highlight people who…",ddtate
439,2020-04-05 20:40:14,rt @ap: breaking: uk prime minister boris johnson's office says he's been admitted to the hospital suffering from coronavirus symptoms. fin…,ddtate
441,2020-04-05 16:00:09,rt @realcandaceo: ?? https://t.co/cbag2phuhr,Dutch417
442,2020-04-04 06:29:40,rt @tomilahren: i wish i could retweet this 1000000x,Dutch417
443,2020-04-04 06:29:18,"rt @thehill: question: ""do you think every state in this country should be prepared for mail-in voting [for the general election]  ?""

pres…",Dutch417
444,2020-04-03 17:55:02,that’s my president!!!! https://t.co/l0cgg3a80i,Dutch417
445,2020-04-02 18:52:47,"rt @davidjharrisjr: when general milly takes over protecting our borders... 

boom! https://t.co/ncv6iwzdai",Dutch417
447,2020-03-29 17:47:51,rt @joeygallo24: my neighbors are going to hate me by the time this quarantine is over? https://t.co/wnyrtxz1b3,Dutch417
450,2020-03-28 17:07:28,"rt @dancrenshawtx: delete your account. this isn’t the time. this can’t be the new normal, where american tragedy is applauded for the sake…",Dutch417
451,2020-03-27 20:45:42,rt @3rd_infantry: https://t.co/ihwjxtgu1s,Dutch417
452,2020-03-27 20:28:25,"rt @realmattcouch: more wisdom from my 71-year-old father, a text that just came in.. 

""any time the government says they are helping you,…",Dutch417
453,2020-03-27 19:06:39,@nashvillerain @bisselwit @carolineferaday @ingrahamangle yes. i have a family of six and it’s affordable. and we a… https://t.co/m6mvl4shq7,Dutch417
455,2020-03-25 03:22:37,@repjerrynadler @repmaloney gents. i think you both might be retards ?????,Dutch417
456,2020-03-24 02:20:49,@sfpelosi c u next tuesday!!!,Dutch417
457,2020-03-22 22:52:10,@angelojpacheco thank you for his service and sacrifice. welcome home grandpa “bones” greco!!! rip sir.,Dutch417
458,2020-03-22 22:50:39,"rt @angelojpacheco: last night my grandpa francis “bones” greco died what we presumptively think is the chinese virus. 

in 1968 he volunte…",Dutch417
459,2020-04-01 21:15:16,"@shannonrwatts well i mean he has changed his tone. tone can change, its the substance and the intent that should m… https://t.co/0vus4kkepw",p00pGaming
460,2020-04-01 21:09:46,#corona we dragged #rkelly  &amp; #billcosby through the mud and then threw them in prison. @johnlennon @thebeatles let… https://t.co/fzi1rcvmcf,p00pGaming
461,2020-04-01 21:07:18,"when do we get to cancel #johnlennon @johnlennon @thebeatles for being a hypocritical pile of human garbage? oh, ri… https://t.co/6lvmmn9dm4",p00pGaming
462,2020-03-29 02:22:00,"i'm not one for reality tv at all, but i would probably pay upwards of $1.50 to watch @pauloakenfold at home 24/7… https://t.co/n0k0gxwysi",p00pGaming
463,2020-03-28 03:51:11,#whatiamlearninginquarantine not a damn thing,p00pGaming
